ID_1,SR_ssp370,PD_ssp370,Pdses_ssp370,PE_ssp370,Res_PD_ssp370,EDGE_ssp370
0,28,2266.31862,-1.317273549,0.325153358,-27.84375904,1.78647415
1,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
3,33,2567.841352,-0.999377499,0.395917407,-97.55721134,1.794203182
4,1,1.944663,-0.710483421,0.021714945,-287.5423208,2.149981543
5,4,815.720393,0.146127795,0.072660765,303.4916986,2.004591525
6,18,1698.738789,-1.584080306,0.232729673,147.0487786,1.741940822
7,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
8,6,1003.494168,-0.178060626,0.103859559,342.7709999,1.854360383
9,4,912.834999,0.729466152,0.090041443,400.6063046,1.686964248
10,36,2724.032263,-0.89536247,0.461651513,-164.1080109,1.7534445
11,49,3865.06675,2.2056594,1.908596845,11.71239689,1.774640308
12,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
13,28,2488.827355,-0.089204301,0.429310918,194.664976,1.795021205
14,7,1086.423727,-0.261723579,0.152453336,351.453322,1.903947681
15,2,253.645516,-0.711880854,0.026223127,-110.0887047,1.452304082
16,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
17,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
18,3,321.466212,-1.56422906,0.031356528,-116.5152455,1.92674625
19,3,321.466212,-1.56422906,0.031356528,-116.5152455,1.92674625
20,25,2393.643818,0.487274553,0.410663288,322.2231495,1.805037045
21,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
22,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
23,34,2736.131122,-0.305382195,0.473769788,-3.5146782,1.754470365
24,28,2326.145269,-0.997095888,0.364411396,31.98288996,1.791883968
25,11,1538.563737,0.802219031,0.211955021,506.6043846,1.874230441
26,29,2538.226254,-0.031736758,0.48206518,169.8166381,1.815357519
27,32,2688.440185,0.157624653,0.623264397,97.28885852,1.815639317
28,24,2346.871358,0.497353247,0.379376879,349.6979264,1.793087089
29,48,3725.183744,1.622930718,1.342612237,-53.92337225,1.787911145
30,37,2802.625519,-0.728514353,0.526985559,-159.7619918,1.804209525
31,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
32,30,2541.028403,-0.31768611,0.482721421,98.37155024,1.803867542
33,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
34,3,776.922814,0.742172587,0.063731158,338.9413565,1.731439499
35,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
36,30,2500.371589,-0.453696316,0.466973787,57.71473624,1.808275848
38,12,472.55078,-9.937502187,0.056998106,-633.6558093,1.569460795
39,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
40,40,2730.261366,-1.845826724,0.80523653,-454.8678554,1.652393036
43,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
44,7,1058.844331,-0.809636384,0.112803509,323.873926,1.896591978
45,35,2808.130428,-0.09912996,0.700291284,-5.762609061,1.771923466
46,24,1746.924821,-3.386063042,0.214640291,-250.2486106,1.690925321
47,11,976.595847,-3.905145066,0.210920062,-55.3635054,1.663957469
48,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
50,13,1401.405404,-1.525030189,0.188303478,220.9515779,1.671065774
51,30,2469.175781,-0.592197227,0.372304319,26.51892824,1.775643642
52,4,912.834999,0.729466152,0.090041443,400.6063046,1.686964248
53,4,912.834999,0.729466152,0.090041443,400.6063046,1.686964248
55,26,2420.806803,0.221387039,0.394308021,275.1388977,1.794917805
56,28,1842.581788,-4.296783289,0.469523764,-451.580591,1.659470802
57,7,1042.291747,-0.77994385,0.107999322,307.321342,1.796121285
58,26,2245.404005,-0.840077247,0.352220679,99.73609969,1.818401159
59,26,2327.548816,-0.306962399,0.362109724,181.8809107,1.792218569
60,23,2275.306098,0.397657287,0.347133688,352.3799033,1.808336835
61,41,3453.679512,1.741735116,1.346331975,194.3030538,1.819912486
63,5,968.477746,0.453093417,0.097056029,382.0018148,1.796273803
64,4,844.74351,0.358311976,0.068155656,332.5148156,1.836476497
65,3,292.443095,-1.872598324,0.031461811,-145.5383625,1.691606371
66,24,2190.162173,-0.454464404,0.325143117,192.9887414,1.781132535
67,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
68,27,2361.89297,-0.492498035,0.374008268,141.9778278,1.829581722
69,4,900.65705,0.681791474,0.091354604,388.4283556,1.705722955
70,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
73,29,2531.282518,-0.058019743,0.424987246,162.8729021,1.797712145
74,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
75,26,2430.205617,0.280208158,0.383340641,284.5377117,1.797807155
76,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
77,3,321.466212,-2.054745243,0.03225505,-116.5152455,1.464648129
78,8,1121.440149,-0.826878901,0.157907924,312.2225072,1.847651271
79,3,776.922813,0.673098227,0.060115345,338.9413555,1.704131321
80,6,1083.04327,0.567976985,0.108380491,422.3201019,1.91508324
81,18,1867.24337,-0.333360818,0.270266743,315.5533596,1.792875306
82,28,2548.495556,0.335274262,0.429379715,254.333177,1.7794289
83,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
84,28,2395.058731,-0.59310606,0.372034909,100.896352,1.792951914
85,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
86,1,1.424012,-0.671597605,0.018571231,-288.0629718,1.446167853
87,37,3119.082617,1.071616852,0.765431238,156.6951062,1.782734231
88,1,3.119954,-0.817369383,0.0165295,-286.3670298,2.175074856
89,11,945.024964,-4.187703828,0.211130993,-86.9343884,1.601993498
90,5,850.736815,-0.94199621,0.078115354,264.2608838,1.8943885
92,2,253.645516,-0.962660445,0.027110034,-110.0887047,1.456008356
93,5,968.477746,0.389591664,0.095779103,382.0018148,1.794895862
94,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
95,5,968.477746,0.453093417,0.097056029,382.0018148,1.796273803
98,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
99,3,258.681996,-1.947513408,0.027720073,-179.2994615,1.687868068
100,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
101,3,776.922813,0.673098227,0.060115345,338.9413555,1.704131321
102,32,2453.626901,-1.3175156,0.50793051,-137.5244255,1.698093127
103,43,3267.646029,0.452373801,0.925778683,-140.2249029,1.809239966
104,20,1984.541495,-0.309889965,0.343708628,284.3570109,1.777407258
105,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
106,25,2122.60178,-1.22253256,0.327851463,51.18111155,1.795312539
107,25,2289.197725,-0.225273153,0.351596816,217.7770565,1.801280622
108,9,1301.563087,0.093742411,0.134415358,418.0982083,1.930368829
109,3,776.922813,0.673098227,0.060115345,338.9413555,1.704131321
110,7,921.991402,-1.83730212,0.07978738,187.020997,1.770137482
111,48,3911.391014,2.69756571,2.132959498,132.2838977,1.784565265
112,28,2276.150491,-1.340186781,0.35223965,-18.01188804,1.789461713
113,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
114,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
115,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
117,4,360.263791,-2.694105952,0.03588631,-151.9649034,1.806601651
119,3,321.466212,-1.753536078,0.031691242,-116.5152455,1.69569719
120,2,135.641392,-1.317710906,0.021288713,-228.0928287,1.816757583
121,5,968.477746,0.453093417,0.097056029,382.0018148,1.796273803
122,7,936.315293,-1.861214352,0.2020285,201.344888,1.888578267
123,5,968.477746,0.453093417,0.097056029,382.0018148,1.796273803
124,7,1042.291747,-0.752824063,0.107612982,307.321342,1.796121285
125,9,1124.87404,-1.316953952,0.155155452,241.4091613,1.72762695
126,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
127,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
128,42,3341.595516,1.042097996,0.903538988,7.971820913,1.802660859
129,6,861.750493,-1.18056918,0.200715975,201.0273249,1.612859235
130,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
131,5,334.171754,-5.76401743,0.035886302,-252.3041772,1.451245952
132,2,253.645516,-0.703125544,0.026932029,-110.0887047,1.814325629
133,2,253.645516,-0.62269691,0.027520307,-110.0887047,1.444880013
134,36,2690.844308,-1.099570145,0.479622801,-197.2959659,1.749067858
135,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
136,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
137,51,4099.286348,2.752635049,2.62083923,97.43752117,1.81202891
138,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
139,11,945.024964,-4.187703828,0.211130993,-86.9343884,1.601993498
140,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
141,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
142,10,1098.499843,-2.457428338,0.103218061,140.7877275,1.69684088
143,38,2959.934662,-0.033773756,0.811179884,-76.70008564,1.789829097
144,12,1503.735393,-0.050883489,0.161254368,397.5288037,1.811813071
145,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
146,8,1257.984959,0.59154365,0.134416363,448.7673172,1.806178386
147,20,2014.530791,-0.176403361,0.265027358,314.3463069,1.768895644
148,6,309.683229,-7.258716564,0.044013513,-351.0399391,1.568527028
149,35,2460.062319,-2.034731147,0.643839759,-353.8307181,1.659955776
150,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
151,26,1983.987613,-2.461273852,0.253332169,-161.6802923,1.73998051
152,2,650.100055,0.90533929,1.29743553,286.3658343,1.52750961
153,12,960.419319,-5.025745235,0.213451337,-145.7872703,1.591183408
154,9,1360.372533,0.766203076,0.152170407,476.9076543,1.791851504
155,6,918.557511,-1.199703139,0.07871261,257.8343429,1.822897661
156,3,776.922813,0.673098227,0.060115345,338.9413555,1.704131321
157,3,321.466212,-1.56422906,0.031356528,-116.5152455,1.92674625
158,41,2966.126372,-0.726081283,0.585824085,-293.2500862,1.761438175
159,3,255.272432,-1.8120335,0.027845411,-182.7090255,1.440155215
160,6,1018.603031,0.023972351,0.148028837,357.8798629,1.86267438
161,15,1588.837453,-1.111736731,0.215405499,259.8891532,1.742297093
162,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
163,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
164,7,1059.250246,-0.697177174,0.09744609,324.279841,2.017276566
165,29,2576.739179,0.181639234,0.408930363,208.3295631,1.796876956
166,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
167,28,2424.401722,-0.418157155,0.465059778,130.239343,1.777852238
169,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
170,36,2624.012678,-1.521432391,0.443948592,-264.1275959,1.748894165
172,5,883.541089,-0.408143993,0.072681759,297.0651578,1.758518537
173,7,354.848796,-9.246391073,0.04091165,-380.121609,1.54865278
174,3,321.466212,-1.87480868,0.030469621,-116.5152455,1.924276733
175,27,2392.173867,-0.292853593,0.390656979,172.2587248,1.78488866
176,7,454.064267,-6.165945741,0.051932202,-280.906138,1.853610954
178,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
179,29,2527.983938,-0.097001595,0.401896045,159.5743221,1.820267665
181,29,2262.897079,-1.502769435,0.36454581,-105.5125369,1.711800183
182,1,3.119954,-0.817369383,0.0165295,-286.3670298,2.175074856
183,5,820.054915,-0.541816523,0.196198729,233.5789838,1.507568075
184,8,1248.473085,0.423490193,0.160408316,439.2554432,1.803766965
185,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
186,8,1177.82885,-0.339939979,0.114040663,368.6112082,1.967232053
187,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
188,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
189,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
191,2,253.645516,-0.962660445,0.027110034,-110.0887047,1.456008356
192,1,5.03648,-0.712550744,0.01637279,-284.4505038,2.151587491
193,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
194,2,650.100055,0.90533929,1.29743553,286.3658343,1.52750961
195,29,2576.999813,0.189334769,0.435984141,208.5901971,1.768781635
196,10,449.830569,-9.548971393,0.053021927,-507.8815465,1.449744107
198,23,2329.994703,0.734336543,0.339368011,407.0685083,1.837287383
199,23,2342.503349,0.847421889,0.367073399,419.5771543,1.831707623
200,47,3747.12077,2.196930191,1.675987657,42.26089061,1.784934217
201,2,135.641392,-1.318893653,0.020953998,-228.0928287,2.163331173
202,1,3.119954,-0.817369383,0.0165295,-286.3670298,2.175074856
203,29,2550.179585,0.02548709,0.402894884,181.7699691,1.820301898
204,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
205,23,2276.144458,0.388350956,0.370494886,353.2182633,1.805188814
206,2,253.645516,-0.957736343,0.026045122,-110.0887047,1.810621355
207,3,146.720018,-3.371166103,0.024748395,-291.2614395,1.464734808
208,40,3130.025944,0.375127861,0.70742936,-55.10327737,1.794384468
209,26,2504.643274,0.730871003,0.475330954,358.9753687,1.829140542
210,1,3.119954,-0.723173761,0.017093307,-286.3670298,1.481927676
211,42,3319.126282,0.943540162,0.980699837,-14.49741309,1.801402838
212,4,327.459517,-3.037609793,0.037332273,-184.7691774,1.799160969
213,9,450.854756,-9.11637149,0.053017367,-432.6101227,1.60151036
215,5,968.477746,0.353638196,0.09840497,382.0018148,1.934517179
216,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
217,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
219,2,650.100056,0.832749411,0.054980341,286.3658353,1.506176967
221,60,4328.530297,2.182201708,3.347719417,-341.5436616,1.804202983
222,6,962.689491,-0.530893201,0.119149459,301.9663229,1.719134972
223,2,253.645516,-0.703125544,0.026932029,-110.0887047,1.814325629
224,44,3166.3117,-0.391429796,2.087228576,-315.8064688,1.749541391
225,7,921.991401,-1.658153141,0.086560658,187.020996,1.780108309
226,5,968.477746,0.452532344,0.101845873,382.0018148,2.071745984
227,7,350.473068,-8.036488607,0.049073411,-384.497337,1.646851497
228,32,2521.893701,-0.941198299,0.406767586,-69.25762548,1.760682587
230,10,1402.068111,0.383830233,0.157857372,444.3559955,1.755736916
231,29,2407.844144,-0.728966135,0.354184059,39.4345281,1.735999389
232,9,434.302172,-9.434406205,0.049693225,-449.1627067,1.447173307
233,8,415.452116,-9.84696967,0.047641661,-393.7655258,1.451674787
234,3,272.495572,-2.00984157,0.030689338,-165.4858855,1.442169071
236,6,1099.234301,0.80638903,0.0990988,438.5111329,1.778195129
237,5,364.598313,-3.947075871,0.050145817,-221.8776182,1.59206473
238,7,1086.423727,-0.261723579,0.152453336,351.453322,1.903947681
239,2,253.645516,-0.957736343,0.026045122,-110.0887047,1.810621355
240,4,841.654988,0.372347186,0.086653499,329.4262936,1.881948153
241,1,1.944663,-0.710483421,0.021714945,-287.5423208,2.149981543
242,3,786.012243,0.663476643,0.065114221,348.0307855,2.001636391
243,6,1047.626148,0.217381848,0.142246802,386.9029799,1.74944941
244,36,2749.828322,-0.77017012,0.586464525,-138.3119519,1.817793071
245,31,2199.102313,-2.425309105,0.347262511,-317.8017766,1.68316539
246,21,1877.472466,-1.366020963,0.234422063,103.040745,1.709038958
247,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
248,6,309.483159,-8.193518984,0.043735755,-351.2400091,1.449148228
249,4,844.74351,0.250638367,0.06687873,332.5148156,1.83475407
250,15,1000.921814,-5.675914908,0.221657564,-328.0264858,1.606107062
251,35,2861.705846,0.242045213,0.607018959,47.81280894,1.828679804
254,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
255,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
256,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
257,6,1118.499374,0.858851287,0.103490555,457.7762059,1.881342624
259,2,253.645516,-0.803893758,0.02660893,-110.0887047,1.464047764
260,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
261,7,1206.777507,0.982953797,0.154721352,471.807102,1.857061443
262,7,921.991402,-1.972832264,0.070983131,187.020997,1.790234209
263,6,1007.275325,-0.074944159,0.101195792,346.5521569,1.738009285
264,8,395.504593,-10.27022462,0.045206311,-413.7130488,1.449647246
265,4,844.74351,0.249034788,0.068541996,332.5148156,1.836476497
266,4,815.720393,0.019388327,0.068257261,303.4916986,1.660251298
267,7,1134.250723,0.114837559,0.105515991,399.280318,1.830566294
268,3,773.834292,0.687603311,0.082229001,335.8528345,1.792068374
269,29,2119.964122,-2.331602851,0.317062124,-248.4454939,1.670579669
270,24,2128.300632,-0.850974535,0.371195034,131.1272004,1.810770441
271,4,815.720393,0.019388327,0.068257261,303.4916986,1.660251298
272,3,776.922814,0.681973616,0.062454232,338.9413565,1.72914293
273,5,883.541089,-0.404997026,0.067513148,297.0651578,1.761548352
274,4,844.743509,0.367792368,0.074042028,332.5148146,1.852073307
275,2,135.641392,-1.317710906,0.021288713,-228.0928287,1.816757583
276,49,3789.038303,1.866929954,1.68224558,-64.31605011,1.772381983
277,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
278,32,2617.44977,-0.44778959,0.45309149,26.29844352,1.784149052
279,31,2563.623148,-0.422357684,0.427277201,46.71905838,1.77118423
280,29,2604.37192,0.35852991,0.453799121,235.9623041,1.794844613
281,8,1257.984959,0.59154365,0.134416363,448.7673172,1.806178386
282,4,326.502692,-2.954479365,0.032301281,-185.7260024,1.809669765
283,5,939.454629,0.209049825,0.096771293,352.9786978,1.655293644
284,5,883.541089,-0.408143993,0.072681759,297.0651578,1.758518537
285,29,2545.4068,0.09100622,0.491476275,176.9971841,1.769995937
286,9,1406.068213,1.185768131,0.172126599,522.6033343,1.863919775
287,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
288,5,968.477746,0.452532344,0.101845873,382.0018148,2.071745984
289,36,2758.811495,-0.642927071,1.030294065,-129.3287789,1.704390694
290,27,2518.286485,0.476803438,0.416536945,298.3713428,1.788507654
291,32,2512.836816,-1.066377523,0.407644918,-78.31451048,1.824976174
292,43,3279.534759,0.58019668,1.675005095,-128.3361729,1.776376356
293,34,2673.508071,-0.64240229,0.476430325,-66.1377292,1.768299614
294,12,1493.753713,-0.119820205,0.161262906,387.5471237,1.935855066
295,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
296,37,2437.084866,-2.818483797,0.388425405,-525.3026448,1.698915582
297,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
299,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
301,22,2054.544707,-0.638564353,0.277874362,205.8657491,1.809668628
302,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
303,11,521.347097,-8.52592172,0.066276538,-510.6122554,1.515957863
304,3,776.922814,0.757982426,0.0547702,338.9413565,1.77050274
305,7,1206.777507,1.09326135,0.125434801,471.807102,1.872488557
306,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
307,17,1877.054544,0.212792819,0.249671897,399.6117704,1.773406651
308,6,918.557511,-1.199703139,0.07871261,257.8343429,1.822897661
309,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
310,8,927.027882,-2.44418997,0.080732133,117.8102402,1.731175335
311,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
313,6,918.557511,-1.199703139,0.07871261,257.8343429,1.822897661
314,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
315,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
316,3,288.661938,-1.707037952,0.03319251,-149.3195195,1.916652393
318,45,3526.499661,1.36160109,1.333994894,-29.86574467,1.804197968
319,5,395.280213,-3.867789109,0.041913481,-191.1957182,1.874343746
320,3,321.466212,-1.765617223,0.037054166,-116.5152455,1.681925978
321,15,1000.921814,-5.675914908,0.221657564,-328.0264858,1.606107062
322,7,1118.059692,0.044152524,0.11383508,383.089287,1.849153691
323,38,2831.8619,-0.823897114,0.495894626,-204.7728476,1.760925876
325,1,1.424012,-0.671597605,0.018571231,-288.0629718,1.446167853
326,39,3335.977274,1.719330694,1.043756772,225.0952895,1.8127588
327,6,398.714104,-4.668855871,0.042988251,-262.0090641,1.804215856
328,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
329,6,1007.275325,-0.074944159,0.101195792,346.5521569,1.738009285
330,1,3.119954,-0.817369383,0.0165295,-286.3670298,2.175074856
331,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
332,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
333,7,832.960527,-2.593159896,0.199833078,97.99012204,1.591237205
334,7,403.750584,-6.006575256,0.043933005,-331.219821,1.754819349
335,6,1007.275325,0.00121227,0.106375655,346.5521569,1.967482962
336,32,2618.37451,-0.453121071,0.464489719,27.22318352,1.760119898
337,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
338,54,4101.40081,2.366529316,2.424241699,-123.1897274,1.819686099
340,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
341,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
342,5,968.477746,0.452532344,0.101845873,382.0018148,2.071745984
343,39,3405.098533,2.310428559,1.338841771,294.2165485,1.818640761
344,38,2965.174716,0.055382128,0.578205005,-71.46003164,1.786112083
345,7,407.666304,-9.080463369,0.048956646,-327.304101,1.549168783
346,30,2545.575994,-0.319182834,0.42264655,102.9191412,1.806320583
347,2,650.100056,0.996774891,0.04436767,286.3658353,1.928965909
348,6,886.97498,-1.27300398,0.07337019,226.2518119,1.707694848
349,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
352,2,135.641392,-1.318893653,0.020953998,-228.0928287,2.163331173
353,2,135.641392,-1.317710906,0.021288713,-228.0928287,1.816757583
354,21,2090.30668,-0.029925702,0.594277739,315.874959,1.831110747
355,16,536.114633,-10.07018828,0.075020187,-867.0809037,1.668072754
356,7,327.683897,-10.58935605,0.040061296,-407.286508,1.445035756
357,24,2270.715436,0.018099908,0.329250709,273.5420044,1.842335101
358,3,776.922813,0.66490839,0.069617529,338.9413555,1.752235246
359,2,253.645516,-0.708764247,0.027287513,-110.0887047,1.447898195
360,6,436.975791,-6.067411188,0.047600446,-223.7473771,1.800404059
361,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
363,1,1.424012,-0.671597605,0.018571231,-288.0629718,1.446167853
364,6,929.885217,-1.208399931,0.124583053,269.1620489,1.832359942
365,5,850.736815,-0.94199621,0.078115354,264.2608838,1.8943885
366,6,335.929888,-5.215644549,0.039351797,-324.7932801,1.684776765
367,6,938.891251,-1.063813278,0.109887389,278.1680829,1.818416475
368,27,2551.5989,0.73171906,0.485990054,331.6837578,1.820313652
369,1,109.58844,1.913635585,0.02799488,-179.8985438,1.706344326
370,7,1086.423727,-0.172477631,0.148049831,351.453322,1.707181837
371,27,2056.84561,-2.129436065,0.304072621,-163.0695322,1.660906007
372,38,3084.102497,0.620536619,0.750642597,47.46774936,1.826511009
374,30,2212.478676,-2.18001051,1.865320837,-230.1781768,1.668762912
375,3,321.466212,-1.753536078,0.031691242,-116.5152455,1.69569719
376,20,2002.39866,-0.262618424,0.28684745,302.2141759,1.870375817
378,9,1101.481716,-1.975165382,0.102660624,218.0168373,1.891244341
379,37,2706.597845,-1.31081741,0.482742362,-255.7896658,1.745929699
380,6,1007.275325,-0.074944159,0.101195792,346.5521569,1.738009285
382,29,2363.652924,-0.869595438,0.372222587,-4.756691896,1.688559269
383,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
384,1,3.119954,-0.817369383,0.0165295,-286.3670298,2.175074856
385,8,1001.139804,-1.691647981,0.126255079,191.9221622,1.73914744
386,6,962.689491,-0.530893201,0.119149459,301.9663229,1.719134972
387,31,2518.193933,-0.67441776,0.496753829,1.289843382,1.818272637
388,1,5.03648,-0.712550744,0.01637279,-284.4505038,2.151587491
389,28,2452.835985,-0.269422023,0.409812879,158.673606,1.773043823
390,12,437.92569,-9.78205866,0.058024392,-668.2808993,1.566450687
391,7,374.215902,-9.081154342,0.045088086,-360.754503,1.54558549
392,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
393,4,815.720393,0.114119208,0.067870921,303.4916986,1.660251298
394,46,3526.792547,1.205520149,1.387268813,-103.8200955,1.827833924
395,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
397,33,2653.426566,-0.454574845,0.534230171,-11.97199734,1.869499017
398,34,2552.62134,-1.274533983,0.45882805,-187.0244602,1.728137597
399,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
400,23,2341.344063,0.888593825,0.373285197,418.4178683,1.831246361
401,12,1506.930936,-0.112939851,0.217589948,400.7243467,1.960415658
402,1,5.03648,-0.742599278,0.016707505,-284.4505038,1.45844031
403,26,2414.274204,0.196288118,0.385237104,268.6062987,1.82648373
404,7,347.63142,-8.914471625,0.042496646,-387.338985,1.447352945
405,2,253.645516,-0.703125544,0.026932029,-110.0887047,1.814325629
408,3,288.661938,-1.707037952,0.03319251,-149.3195195,1.916652393
410,6,1003.494168,-0.201899036,0.103473219,342.7709999,1.854360383
411,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
412,4,256.059637,-3.270604581,0.028147601,-256.1690574,1.437794117
413,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
414,5,883.541089,-0.339046118,0.072295419,297.0651578,1.758518537
415,36,2845.173255,-0.189061405,0.547414522,-42.96701892,1.80197383
416,28,2587.566211,0.597603931,0.433223234,293.403832,1.780549068
417,5,968.477746,0.453093417,0.097056029,382.0018148,1.796273803
418,3,292.443095,-1.551947574,0.035861637,-145.5383625,2.150899621
419,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
420,39,3063.397941,0.339204111,1.485131256,-47.4840435,1.798964101
421,43,3436.720863,1.345555924,1.028856129,28.84993105,1.783258004
422,8,1301.810154,1.04778177,0.138540335,492.5925122,1.896046643
423,1,3.119954,-0.723173761,0.017093307,-286.3670298,1.481927676
424,21,1802.420214,-2.012733944,0.251177994,27.98849299,1.659433165
425,6,1003.494168,-0.178060626,0.103859559,342.7709999,1.854360383
426,2,253.645516,-0.957736343,0.026045122,-110.0887047,1.810621355
427,4,360.263791,-2.694105952,0.03588631,-151.9649034,1.806601651
428,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
429,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
430,1,3.433891,-0.811140236,0.019458138,-286.0530928,1.453576403
431,3,776.922814,0.66935054,0.053883293,338.9413565,1.768033223
432,8,1121.440149,-0.826878901,0.157907924,312.2225072,1.847651271
433,7,1086.423727,-0.261723579,0.152453336,351.453322,1.903947681
434,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
435,31,2358.079182,-1.501982307,0.468478688,-158.8249076,1.686132217
436,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
437,6,372.588986,-6.921890251,0.044762982,-288.1341821,1.564732136
438,21,2104.715823,0.125705393,0.319087568,330.284102,1.859286427
439,4,841.654988,0.372347186,0.086653499,329.4262936,1.881948153
440,3,292.443095,-2.039422872,0.030915083,-145.5383625,1.683950197
441,11,437.142021,-10.2441377,0.057631772,-594.8173314,1.578791148
442,6,1007.275325,-0.074944159,0.101195792,346.5521569,1.738009285
443,11,505.180732,-9.219367389,0.061965877,-526.7786204,1.513402056
445,4,360.263791,-3.038570754,0.036221024,-151.9649034,1.633314856
446,2,253.645516,-0.71995115,0.02677532,-110.0887047,1.802581947
448,10,421.747666,-10.42645692,0.055220311,-535.9644495,1.589443541
449,30,2514.917347,-0.283603218,0.557971021,72.26049424,1.844728259
