ID_1,SR_ssp585,PD_ssp585,Pdses_ssp585,Res_pd_ssp585,PE_ssp585,EDGE_ssp585
0,25,2399.492342,0.478127904,306.4150305,0.365927396,1.837163162
1,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
3,35,2774.70717,-0.383114591,-58.78602999,0.483288281,1.785123552
4,1,1.944663,-0.710483421,-314.134516,0.021612167,2.149981543
5,4,815.720393,0.146127795,277.5164474,0.069412184,2.004591525
6,16,1697.167915,-0.720833853,270.4649032,0.244378016,1.780844897
7,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
8,6,1012.055873,0.018674124,325.7687497,0.103821869,1.98421023
9,4,912.834999,0.729466152,374.6310534,0.088910896,1.686964248
10,39,2938.67745,-0.458947916,-190.9821054,0.585922107,1.759876444
11,49,3865.06675,2.2056594,-5.008693912,1.650317904,1.774640308
12,3,776.922814,0.66935054,312.7604573,0.053322369,1.768033223
13,27,2547.600252,0.724263293,306.4397628,0.457940568,1.848541969
14,7,1086.423727,-0.261723579,326.0950149,0.160852875,1.903947681
15,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
16,3,786.012243,0.740904058,321.8498863,0.060895738,2.236776271
17,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
18,2,135.641392,-1.318893653,-254.4793759,0.020972324,2.163331173
19,2,135.641392,-1.318893653,-254.4793759,0.020972324,2.163331173
20,27,2542.713654,0.667776352,301.5531648,0.425225361,1.76422195
21,3,786.012243,0.740904058,321.8498863,0.060895738,2.236776271
22,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
23,34,2747.169797,-0.276781064,-12.28181414,0.483092125,1.774298478
24,28,2280.832151,-1.148374167,-34.36992703,0.366155695,1.769578819
25,7,1183.23155,0.620164898,422.9028379,0.111141124,1.943243701
26,30,2647.256895,0.322760895,183.9716393,0.515087048,1.784096317
27,37,2995.031378,0.5658908,13.45500031,0.904933292,1.801052502
28,25,2409.009672,0.505843286,315.9323605,0.389069814,1.817200099
29,56,4167.803967,2.127625232,-220.5625989,2.181354093,1.809232223
30,39,3068.946711,0.319345774,-60.7128444,0.704084942,1.798818643
31,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
32,30,2607.50598,0.076272036,144.2207243,0.510742836,1.807556773
33,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
34,4,844.74351,0.358311976,306.5395644,0.066796109,1.836476497
35,1,3.433891,-0.811140236,-312.645288,0.020826427,1.453576403
36,30,2602.35414,0.152941863,139.0688843,0.467300526,1.837376292
38,13,473.334449,-9.531821301,-731.2437963,0.060497954,1.55878732
39,2,253.645516,-0.986201396,-136.4752519,0.025895346,1.799137094
40,37,2492.183466,-2.329591557,-489.3929117,0.64833423,1.660157157
43,4,815.720393,-0.013057073,277.5164474,0.06653488,1.654379457
44,5,968.477746,0.497742142,356.2322116,0.100719879,1.950734778
45,35,2617.730756,-1.075520988,-215.762444,0.431907413,1.797478558
46,21,1690.82345,-2.826844242,-106.0875061,0.20598557,1.688411553
47,12,1000.877892,-3.947816688,-129.6587644,0.224170338,1.648896513
48,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
50,12,1473.88896,-0.463229709,343.3523036,0.210137101,1.805736601
51,27,2397.062941,-0.130762519,155.9024518,0.346515237,1.811161354
52,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
53,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
55,27,2506.587937,0.414301342,265.4274478,0.407180565,1.815339568
56,30,1973.598109,-4.083990999,-489.6871467,0.470710426,1.652185474
57,5,885.233115,-0.127678101,272.9875806,0.091686729,2.090336996
58,29,2446.831384,-0.533213949,57.58771712,0.410782891,1.769093199
59,29,2572.266331,0.204935659,183.0226641,0.426483503,1.747716468
60,23,2351.714846,0.864626831,406.7207122,0.379844381,1.818493511
61,41,3568.235015,2.310749681,290.4922819,1.357726896,1.825810588
63,5,968.477746,0.453093417,356.2322116,0.094999929,1.796273803
64,4,844.74351,0.358311976,306.5395644,0.066796109,1.836476497
65,2,253.645516,-0.957736343,-136.4752519,0.026386538,1.810621355
66,23,2151.364594,-0.397446299,206.3704602,0.326619609,1.795374106
67,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
68,28,2512.128195,0.086924414,196.926117,0.412799231,1.802578791
69,5,1019.235653,0.930044253,406.9901186,0.165852645,1.833659431
70,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
73,27,2582.189457,0.825591305,341.0289678,0.403696488,1.800007086
74,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
75,28,2621.716986,0.783781227,306.514908,0.470907922,1.812691908
76,2,271.824374,-0.695563868,-118.2963939,0.044511388,2.279370661
77,1,3.119954,-0.723173761,-312.959225,0.017147386,1.481927676
78,7,1086.423727,-0.172477631,326.0950149,0.158567248,1.707181837
79,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
80,7,1206.777507,1.09326135,446.4487949,0.126462239,1.872488557
81,23,2233.562926,0.159144419,288.5687922,0.349126647,1.835044258
82,30,2599.474473,0.046148827,136.1892173,0.436583491,1.759227373
83,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
84,25,2308.029622,-0.155778284,214.9523105,0.413279666,1.864686793
85,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
86,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
87,39,3242.055507,1.220829741,112.3959516,0.77462813,1.790226529
88,1,3.119954,-0.817369383,-312.959225,0.016568475,2.175074856
89,11,422.534871,-9.840108918,-633.9601965,0.055882363,1.575012821
90,4,815.720393,0.146127795,277.5164474,0.069412184,2.004591525
92,3,295.341094,-1.648469432,-168.8212627,0.034309535,1.447778809
93,6,1007.275325,-0.08214905,320.9882017,0.102019852,1.967569436
94,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
95,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
98,1,5.03648,-0.712550744,-311.042699,0.016384349,2.151587491
99,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
100,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
101,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
102,32,2459.735082,-1.167555623,-151.6333514,0.488975277,1.738411389
103,45,3525.062048,1.259146743,-48.84704051,1.196912183,1.803085394
104,19,1907.011807,-0.413156985,258.1840286,0.232640467,1.783149477
105,4,844.74351,0.358311976,306.5395644,0.066796109,1.836476497
106,29,2446.831384,-0.533213949,57.58771712,0.410782891,1.769093199
107,24,2046.616194,-1.30709277,27.58047138,0.292292034,1.778008872
108,8,1177.82885,-0.339939979,343.458549,0.112715725,1.967232053
109,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
110,6,918.557511,-1.199703139,232.2703877,0.078804881,1.822897661
111,48,4031.909472,3.219256489,235.8756169,2.085332172,1.804289635
112,31,2583.735438,-0.333760798,46.40859342,0.421425983,1.774910854
113,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
114,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
115,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
117,4,360.263791,-2.694105952,-177.9401546,0.037333725,1.806601651
119,1,3.433891,-0.811140236,-312.645288,0.020826427,1.453576403
120,2,135.641392,-1.317710906,-254.4793759,0.021316574,1.816757583
121,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
122,7,936.315293,-1.861214352,175.9865809,0.206224835,1.888578267
123,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
124,6,1003.494168,-0.201899036,317.2070447,0.102681955,1.854360383
125,7,1086.423727,-0.172477631,326.0950149,0.158567248,1.707181837
126,3,776.922814,0.66935054,312.7604573,0.053322369,1.768033223
127,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
128,43,3364.990624,0.946888949,-60.8352868,0.86829898,1.795829924
129,4,296.777617,-3.099023271,-241.4263286,0.040546018,1.452585527
131,6,335.093001,-7.387552459,-351.1941223,0.036947492,1.447924913
132,2,253.645516,-0.703125544,-136.4752519,0.028296065,1.814325629
133,6,308.833841,-8.98216601,-377.4532823,0.03551195,1.441949934
134,39,2878.259799,-0.829463248,-251.3997564,0.533728234,1.736083411
135,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
136,3,776.922814,0.66935054,312.7604573,0.053322369,1.768033223
137,49,4070.707051,3.091891035,200.6316071,2.091195687,1.7975262
138,2,253.645516,-0.962660445,-136.4752519,0.028456189,1.456008356
139,12,945.812169,-4.788669451,-184.7244874,0.215319594,1.587719942
141,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
142,6,436.975791,-6.067411188,-249.3113323,0.050277524,1.800404059
143,34,2894.483348,0.695195798,135.0317369,0.672723615,1.847707142
144,11,1498.802517,0.448596121,442.3074495,0.162869992,1.855946401
145,3,776.922814,0.66935054,312.7604573,0.053322369,1.768033223
146,9,1329.005568,0.438440796,420.5936782,0.144357726,1.787210013
147,18,1986.726924,0.614834522,411.9407345,0.247712859,1.805268633
148,3,264.724142,-2.114906984,-199.4382147,0.030369677,1.447865488
149,35,2381.698978,-2.631240818,-451.794222,0.52481499,1.655779688
150,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
151,22,1850.566028,-1.978744542,-20.38651692,0.225377238,1.729035245
152,2,650.100055,0.90533929,259.9792871,0.28254561,1.52750961
153,13,1096.331506,-4.436612591,-108.2467393,0.23594206,1.58157979
154,8,1300.931724,1.101207846,466.561423,0.135701178,1.89462885
155,6,918.557511,-1.199703139,232.2703877,0.078804881,1.822897661
156,2,650.100055,1.061934934,259.9792871,0.052258844,1.468659554
157,2,253.645516,-0.703125544,-136.4752519,0.028296065,1.814325629
158,42,3016.760305,-0.668164564,-335.024017,0.605974075,1.757150008
159,4,256.059637,-3.270604581,-282.1443086,0.028162634,1.437794117
160,5,894.868795,-0.177734532,282.6232606,0.128245207,1.90811665
161,14,1563.629398,-0.814407155,285.0095639,0.212700391,1.763229157
162,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
163,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
164,9,1301.563086,0.171849488,393.1511962,0.140919545,1.930368828
165,28,2548.234922,0.329009036,233.032844,0.392911541,1.808527625
166,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
167,29,2621.234401,0.395532426,231.9907341,0.493304248,1.824926859
169,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
170,36,2823.520068,-0.340279281,-84.01472084,0.532050325,1.758494134
172,4,844.74351,0.249034788,306.5395644,0.067203659,1.836476497
173,7,354.848796,-9.246391073,-405.4799161,0.040945784,1.54865278
174,3,321.466212,-1.87480868,-142.6961447,0.030790386,1.924276733
175,27,2477.123053,0.255565412,235.9625638,0.431563348,1.766441513
176,8,977.341565,-2.272965786,142.971264,0.088908838,1.817617989
177,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
178,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
179,28,2499.479681,0.050803723,184.277603,0.385197042,1.832753717
181,27,2150.039226,-1.607529895,-91.12126318,0.318059727,1.725917699
182,2,650.100056,1.04639126,259.9792881,0.050664671,1.870371046
183,5,820.054915,-0.541816523,207.8093806,0.199983249,1.507568075
184,8,1319.478702,1.371466329,485.108401,0.200507075,1.842342196
185,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
186,7,1177.197488,0.712954238,416.8687759,0.107497358,1.931652538
187,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
188,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
190,3,321.466212,-2.007742745,-142.6961447,0.033470448,1.457229234
191,2,253.645516,-0.962660445,-136.4752519,0.028456189,1.456008356
193,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
194,3,688.897634,0.284706301,224.7352773,0.291782126,1.96198551
195,23,2227.009798,0.103104136,282.0156642,0.341829087,1.840387603
196,10,449.830569,-9.548971393,-532.6229097,0.054576992,1.449744107
198,26,2591.624158,1.288019298,424.5052577,0.461798041,1.837651072
199,22,2176.61568,0.261746544,305.6631351,0.32287242,1.855041801
200,48,3826.269171,2.316930328,30.23531594,1.644454389,1.780926954
201,1,3.119954,-0.817369383,-312.959225,0.016568475,2.175074856
202,1,3.119954,-0.817369383,-312.959225,0.016568475,2.175074856
203,30,2574.461629,-0.105258892,111.1763733,0.39752423,1.807537038
204,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
205,24,2454.10242,1.1370957,435.0666974,0.395453744,1.810867241
206,2,253.645516,-0.957736343,-136.4752519,0.026386538,1.810621355
207,4,332.544838,-3.641044442,-205.6591076,0.036283474,1.456381035
208,42,3322.729683,0.918905678,-29.05463895,0.812001217,1.784866866
209,27,2546.338852,0.715779906,305.1783628,0.469159325,1.815536662
210,3,146.720018,-3.371166103,-317.4423387,0.02470851,1.464734808
211,42,3405.144817,1.475652501,53.36049505,0.99430776,1.789467656
212,4,327.459517,-3.037609793,-210.7444286,0.040120711,1.799160969
213,12,492.492184,-9.585864966,-638.0444724,0.066901875,1.626390347
215,6,1012.055873,-0.169724814,325.7687497,0.104942398,2.099413044
216,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
217,3,786.012243,0.740904058,321.8498863,0.060895738,2.236776271
219,4,844.74351,0.250638367,306.5395644,0.064579516,1.83475407
221,59,4347.761033,2.584892163,-262.7302994,2.778425739,1.798266747
222,6,962.689491,-0.530893201,276.4023677,0.130363428,1.719134972
223,2,253.645516,-0.703125544,-136.4752519,0.028296065,1.814325629
224,46,3324.62141,-0.028616031,-323.3292674,2.157910376,1.748984761
225,7,1047.072295,-0.802025971,286.7435829,0.111503895,2.007150667
226,5,968.477746,0.452532344,356.2322116,0.097693106,2.071745984
227,8,395.838705,-7.307551318,-438.531596,0.045337072,1.622562324
228,30,2495.101259,-0.59475382,31.81600327,0.404259593,1.778983522
230,10,1406.968755,0.411526373,424.5152763,0.155235776,1.893728711
231,27,2350.108151,-0.449988057,108.9476618,0.326714893,1.754779871
232,10,449.830569,-9.548971393,-532.6229097,0.054576992,1.449744107
233,9,434.302172,-10.03869561,-474.1097178,0.052510048,1.450083819
234,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
236,7,1177.197488,0.712954238,416.8687759,0.107497358,1.931652538
237,3,321.466212,-1.765617223,-142.6961447,0.037090386,1.681925978
238,6,1007.275325,-0.08214905,320.9882017,0.102019852,1.967569436
239,3,776.922813,0.673098227,312.7604563,0.059728482,1.704131321
240,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
241,1,1.944663,-0.710483421,-314.134516,0.021612167,2.149981543
242,3,786.012243,0.663476643,321.8498863,0.063428288,2.001636391
243,6,1007.275325,-0.08214905,320.9882017,0.102019852,1.967569436
244,37,2751.772985,-0.99277189,-229.8033927,0.550724576,1.826771137
245,32,2270.284936,-2.240096675,-341.0834974,0.383279945,1.656562432
246,22,1942.879986,-1.406584389,71.92744108,0.244074428,1.762262626
247,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
248,5,285.201114,-7.10630496,-327.0444204,0.034160106,1.442332673
249,4,844.74351,0.250638367,306.5395644,0.064579516,1.83475407
250,15,1000.921814,-5.675914908,-351.739609,0.226161925,1.606107062
251,40,3157.93063,0.570644688,-45.77051425,0.770350334,1.810255136
254,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
255,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
256,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
257,6,1118.499374,0.858851287,432.2122507,0.101044775,1.881342624
259,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
260,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
261,6,1083.04327,0.567976985,396.7561467,0.110197589,1.91508324
262,7,921.991402,-1.83730212,161.6626899,0.0801002,1.770137482
263,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
264,7,327.683897,-10.58935605,-432.6448151,0.040392274,1.445035756
265,5,886.439088,-0.243893355,274.1935536,0.08144464,1.920287373
266,5,850.736815,-0.94199621,238.4912806,0.075973681,1.8943885
267,7,1222.968537,1.185631227,462.6398249,0.124823128,1.757804829
268,3,773.834292,0.687603311,309.6719353,0.078868491,1.792068374
269,29,2119.964122,-2.331602851,-269.2795449,0.320216336,1.670579669
270,19,1915.178413,-0.398300224,266.3506346,0.237026274,1.783939507
271,3,776.922814,0.681973616,312.7604573,0.060175668,1.72914293
272,4,844.74351,0.250638367,306.5395644,0.064579516,1.83475407
273,2,253.645516,-0.871831313,-136.4752519,0.026202412,1.798877672
274,4,844.743509,0.367792368,306.5395634,0.073102813,1.852073307
275,2,135.641392,-1.317710906,-254.4793759,0.021316574,1.816757583
276,48,3785.918349,2.090074232,-10.11550606,1.496951928,1.778433115
277,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
278,31,2662.174417,0.054907617,124.8475724,0.442291782,1.777466745
279,32,2736.485364,0.255717047,125.1169306,0.491787029,1.795100586
280,28,2627.555333,0.832647219,312.353255,0.454128217,1.812273129
281,8,1300.931724,1.101207846,466.561423,0.135701178,1.89462885
282,4,326.502692,-2.954479365,-211.7012536,0.033649655,1.809669765
283,6,1007.275325,-0.074944159,320.9882017,0.099326675,1.738009285
284,3,776.922814,0.674907115,312.7604573,0.062799811,1.731439499
285,26,2411.131067,0.197900126,244.0121667,0.401305967,1.856857732
286,9,1428.632912,1.445408994,520.2210222,0.141240861,1.844342085
287,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
288,6,1087.056349,0.583503027,400.7692257,0.175166263,2.117355876
289,40,2919.284821,-0.687131283,-284.4163232,0.926467359,1.770828263
290,23,2337.785283,0.76819339,392.7911492,0.373573565,1.813667552
291,36,2815.430542,-0.257550327,-92.10424684,0.529102721,1.837889862
292,46,3568.339444,1.381927921,-79.61123336,1.547404999,1.750110852
293,34,2773.527656,-0.063727269,14.07604486,0.493322247,1.773117616
294,14,1650.579115,-0.067792948,371.9592809,0.18442415,1.930816051
295,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
296,38,2588.993056,-2.123081141,-466.6249105,0.415683736,1.7308689
299,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
300,1,1.826986,-0.772414748,-314.252193,0.018145045,1.45383644
301,21,2063.312973,-0.222254597,266.4020169,0.268921984,1.825916639
302,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
303,12,522.130766,-8.45787738,-608.4058904,0.071641313,1.508853509
305,7,1222.968537,1.236707114,462.6398249,0.126351207,1.856550098
306,4,912.835001,0.742642578,374.6310554,0.070565613,1.730255033
307,15,1796.561387,0.528401928,443.899964,0.244864392,1.81476369
308,6,918.557511,-1.199703139,232.2703877,0.078804881,1.822897661
309,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
310,8,927.027882,-2.44418997,92.65758101,0.081049942,1.731175335
311,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
313,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
314,2,22.157252,-2.03830642,-367.9635159,0.019541625,1.456138375
315,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
316,3,288.661938,-1.707037952,-175.5004187,0.035793965,1.916652393
318,45,3539.170426,1.503753057,-34.73866251,1.208362489,1.788991705
319,4,360.263791,-2.599607774,-177.9401546,0.03702666,1.806731362
320,2,135.641392,-1.436111306,-254.4793759,0.026360266,1.804210927
321,15,1000.921814,-5.675914908,-351.739609,0.226161925,1.606107062
322,7,1118.059692,0.044152524,357.7309799,0.116759086,1.849153691
323,39,2753.225206,-1.520504132,-376.4343494,0.458936879,1.768492145
325,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
326,42,3485.274636,1.805122726,133.490314,1.145748407,1.793222701
327,6,398.714104,-4.668855871,-287.5730193,0.046004005,1.804215856
328,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
329,4,841.654988,0.372347186,303.4510424,0.083272339,1.881948153
330,1,3.119954,-0.817369383,-312.959225,0.016568475,2.175074856
331,2,253.645516,-0.986201396,-136.4752519,0.025895346,1.799137094
332,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
333,7,832.960527,-2.593159896,72.63181486,0.203509941,1.591237205
334,7,921.991402,-1.83730212,161.6626899,0.0801002,1.770137482
335,5,968.477746,0.452532344,356.2322116,0.097693106,2.071745984
336,37,2774.67904,-0.95824627,-206.8973377,0.517080263,1.745853907
338,54,4195.737657,2.672323081,-44.54573117,2.506310551,1.837026751
340,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
341,1,5.03648,-0.712550744,-311.042699,0.016384349,2.151587491
342,6,1047.626148,0.272947088,361.3390247,0.156526129,1.980157845
343,42,3642.187804,2.74519951,290.403482,1.491119829,1.819353843
344,43,3309.325226,0.615942126,-116.5006848,0.868509486,1.78165603
345,8,409.29322,-8.85916443,-425.077081,0.049393183,1.534360887
346,30,2619.459311,0.127009523,156.1740553,0.432962615,1.811814076
347,3,786.012243,0.740904058,321.8498863,0.060895738,2.236776271
348,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
351,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
352,2,253.645516,-0.957736343,-136.4752519,0.026386538,1.810621355
353,3,321.466212,-1.780428354,-142.6961447,0.030935229,1.924276733
354,25,2234.19213,-0.487954695,141.1148185,0.659441001,1.860165884
355,15,497.317054,-9.461319541,-855.344369,0.068695938,1.636918957
356,7,327.683897,-10.58935605,-432.6448151,0.040392274,1.445035756
357,24,2323.454092,0.382681707,304.4183694,0.324250751,1.883122273
358,4,912.834999,0.729466152,374.6310534,0.088910896,1.686964248
359,2,253.645516,-0.708764247,-136.4752519,0.02745872,1.447898195
360,6,436.975791,-6.067411188,-249.3113323,0.050277524,1.800404059
361,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
363,2,83.391156,-1.572956982,-306.7296119,0.025517157,1.438743784
364,5,894.868795,-0.177734532,282.6232606,0.128245207,1.90811665
365,4,815.720393,0.146127795,277.5164474,0.069412184,2.004591525
366,7,859.207186,-1.942362622,98.87847386,0.119377042,1.661553963
367,3,321.466212,-1.87480868,-142.6961447,0.030790386,1.924276733
368,29,2609.789257,0.368462312,220.5455901,0.472296773,1.823357328
369,1,109.58844,1.913635585,-206.490739,0.027119957,1.706344326
370,7,1086.423727,-0.172477631,326.0950149,0.158567248,1.707181837
371,25,1960.819265,-2.248007456,-132.2580465,0.261681039,1.641755543
372,39,3157.391957,0.775353001,27.7324016,0.762854489,1.804046771
374,29,2314.416554,-1.20731302,-74.82711288,1.087334131,1.674863812
375,2,253.645516,-0.962660445,-136.4752519,0.028456189,1.456008356
376,20,2077.679023,0.274357822,354.8096558,0.356930698,1.917979028
378,7,921.991402,-1.83730212,161.6626899,0.0801002,1.770137482
379,36,2774.65964,-0.657101887,-132.8751488,0.514222004,1.735485856
380,6,1007.275325,-0.074944159,320.9882017,0.099326675,1.738009285
382,29,2194.351643,-2.010149491,-194.8920239,0.341465225,1.723383963
383,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
384,1,3.119954,-0.817369383,-312.959225,0.016568475,2.175074856
385,7,997.705913,-1.164385594,237.3772009,0.138045455,1.779943303
386,4,844.74351,0.249034788,306.5395644,0.067203659,1.836476497
387,31,2435.239646,-1.11850679,-102.0871986,0.444469496,1.795719364
388,1,5.03648,-0.712550744,-311.042699,0.016384349,2.151587491
389,30,2685.793073,0.568319041,222.5078173,0.468010509,1.79166151
390,13,961.202988,-5.094754487,-243.3752573,0.217982411,1.578838963
391,10,453.902429,-9.742491594,-528.5510497,0.056199519,1.518557337
392,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
393,5,883.541089,-0.339046118,271.2955546,0.071122855,1.758518537
394,47,3705.331925,1.852038995,-16.66034121,1.86176764,1.825486604
395,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
397,33,2702.136201,-0.20211311,16.72617871,0.490012147,1.868920394
398,33,2431.060117,-1.597427149,-254.3499053,0.369868019,1.747308639
400,25,2368.30186,0.279049416,275.2245485,0.377967196,1.839696464
401,11,1441.019097,-0.064611612,384.5240295,0.18094538,1.912442723
402,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
403,24,2439.334497,1.007233151,420.2987744,0.370369906,1.808606387
404,8,363.159817,-8.627300386,-471.210484,0.046066552,1.447269664
405,2,253.645516,-0.703125544,-136.4752519,0.028296065,1.814325629
408,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
410,6,1003.494168,-0.201899036,317.2070447,0.102681955,1.854360383
411,4,912.835001,0.733921081,374.6310554,0.081908388,1.71201758
412,6,308.833841,-8.98216601,-377.4532823,0.03551195,1.441949934
413,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
414,4,844.74351,0.358311976,306.5395644,0.066796109,1.836476497
415,38,3018.21228,0.239361795,-37.40568654,0.63223554,1.792922852
416,28,2637.446497,0.892995221,322.244419,0.431066985,1.787999416
417,5,968.477746,0.453093417,356.2322116,0.094999929,1.796273803
418,4,815.720393,0.146127795,277.5164474,0.069412184,2.004591525
419,1,3.433891,-0.811140236,-312.645288,0.020826427,1.453576403
420,44,3404.014722,0.971543163,-95.85277765,1.428496561,1.755329088
421,45,3538.383788,1.571995105,-35.52530051,1.185957846,1.773189845
422,8,1301.810154,1.04778177,467.439853,0.130697317,1.896046643
424,20,1767.403792,-1.926080502,44.53442479,0.258455481,1.669726003
425,7,1047.072295,-0.802025971,286.7435829,0.111503895,2.007150667
426,2,253.645516,-0.957736343,-136.4752519,0.026386538,1.810621355
427,4,360.263791,-2.694105952,-177.9401546,0.037333725,1.806601651
431,3,776.922814,0.66935054,312.7604573,0.053322369,1.768033223
432,8,1121.440149,-0.826878901,287.069848,0.167414372,1.847651271
433,6,1007.275325,-0.08214905,320.9882017,0.102019852,1.967569436
434,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
435,32,2408.713115,-1.483219356,-202.6553184,0.483105321,1.682857309
436,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
437,6,372.588986,-6.921890251,-313.6981373,0.047613626,1.564732136
438,25,2339.642733,0.170175228,246.5654215,0.403055634,1.811788935
439,5,968.477746,0.452532344,356.2322116,0.097693106,2.071745984
440,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
441,12,960.419319,-5.663905093,-170.1173374,0.089634842,1.569419917
442,5,968.477746,0.453093417,356.2322116,0.094999929,1.796273803
443,11,505.180732,-9.219367389,-551.3143355,0.063385629,1.513402056
445,4,360.263791,-3.038570754,-177.9401546,0.037677975,1.633314856
446,3,292.443095,-2.039422872,-171.7192617,0.032438685,1.683950197
447,1,5.03648,-0.742599278,-311.042699,0.016728599,1.45844031
448,8,395.838705,-7.307551318,-438.531596,0.045337072,1.622562324
449,37,2954.351678,0.385781504,-27.22469969,0.879396022,1.828267831
450,6,929.885217,-1.208399931,243.5980937,0.134806704,1.832359942
451,6,1012.055873,0.018674124,325.7687497,0.103821869,1.98421023
452,27,2506.587937,0.468617387,265.4274478,0.403122703,1.813792404
453,39,2897.750197,-0.675595428,-231.9093584,0.62671491,1.79214446
454,3,295.341094,-1.648469432,-168.8212627,0.034309535,1.447778809
455,2,650.100056,0.996774891,259.9792881,0.043504306,1.928965909
456,28,2547.42342,0.379369718,232.221342,0.440885974,1.811322021
457,20,1743.096626,-2.096392113,20.22725879,0.251427383,1.714142848
458,2,253.645516,-0.71995115,-136.4752519,0.028111939,1.802581947
459,1,1.424012,-0.671597605,-314.655167,0.0189169,1.446167853
